"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DRUFSQ8V","journalArticle","2023","Yang, Shuang; Cai, Xuesong","An Enhanced Recommendation Model Based on Review Text Graph and Interaction Graph","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3305954","https://ieeexplore.ieee.org/document/10223235/","User’s review text data and rating data, as two major information sources of the recommender system, reflect user’s preferences and item characteristics from two different perspectives. Many existing methods rely on one or the other data to make recommendations, ignoring the potential collaborative effects between the two. In terms of processing review data, the existing neural combination models mainly capture the local and continuous dependencies between adjacent words in the review text but have limited ability to capture the global and discontinuous dependencies. Therefore, we propose an enhanced recommendation model based on both the review text graph and the interaction graph. On the one hand, the model represents the review text of each user and item as a graph and uses the graph structure to capture the long-term, global, and discontinuous dependencies between words in the review text. A graph attention network based on connection relationships is used to aggregate the adjacency information of each node while taking word order relationships into account. On the other hand, the model builds an interaction graph based on user-item ratings for feature mining. The results of the two parts are combined to complete the prediction. We conduct experiments on three datasets and the results show that the proposed method can improve the recommendation performance.","2023","2025-10-16 00:43:19","2025-10-16 00:43:19","2025-10-16 00:43:19","88234-88244","","","11","","IEEE Access","","","","","","","","en","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\KDDPBGZF\Yang and Cai - 2023 - An Enhanced Recommendation Model Based on Review Text Graph and Interaction Graph.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ERVD59FL","journalArticle","2024","Roy, Sanjiban Sekhar; Kumar, Ayush; Suresh Kumar, Rishikesh","Metadata and Review-Based Hybrid Apparel Recommendation System Using Cascaded Large Language Models","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3462793","https://ieeexplore.ieee.org/document/10681511/","The commercial success of online retailing platforms relies on sophisticated technological advancements of recommender systems. As online marketplaces gain popularity it becomes crucial to provide accurate product suggestions to make personalized shopping experience more exciting for the online customer. The evolution of recommendation systems from using collaborative and content-based approaches to more advanced deep learning-based approaches provide motivation as well the necessity to leverage more advanced tools for creating recommendation systems more powerful. Among variety of e-commerce products, this work concentrates on the apparels section, specifically coming under men’s shirt category. In this work, we introduce a Hybrid Recommender System that combines content based and item-based collaborative filtering strategies. To implement the content-based filtering approach we employ text-representation techniques. These methods carefully analyze how users interact with product specifications to understand their nuanced preferences. We also propose a cascading transformer mechanism for generating contextually aware representations using sentence transformers derived from Large Language Models (LLMs) T5 and BERT. To gauge the emotional tone and sentiment associated with product reviews, we make use of rule-based and embedding based sentiment analysis models. A weighted score mechanism has been used to determine the final recommendations by the proposed system. Finally, we discuss the efficiency of the proposed filtering technique and compare various text representation methods along with popular baseline transformer models. The introduced hybrid recommendation system with the proposed cascaded model was evaluated and found to give recommendations with 94.76% similarity score while FastText achieved 66.90%. Doc2Vec and Word2Vec resulted in recommendations with 46.62% and 47.70% similarity respectively.","2024","2025-10-16 00:43:23","2025-10-16 00:43:23","2025-10-16 00:43:23","140053-140071","","","12","","IEEE Access","","","","","","","","en","https://creativecommons.org/licenses/by/4.0/legalcode","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\P99W2CVN\Roy et al. - 2024 - Metadata and Review-Based Hybrid Apparel Recommendation System Using Cascaded Large Language Models.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFZ5BAXM","journalArticle","2024","Huda, Choirul; Heryadi, Yaya; Lukas; Budiharto, Widodo","Smart Tourism Recommender System Modeling Based on Hybrid Technique and Content Boosted Collaborative Filtering","IEEE Access","","2169-3536","10.1109/ACCESS.2024.3450882","https://ieeexplore.ieee.org/document/10654273/","A recommender system (RecSys) is a smart solution that offers personalized items to users. Utilizing adequate information from historical transactions in the tourism industry such as items, users, ratings, and reviews becomes valuable input in providing personalized RecSys regarding smart decision-making for users in tourism. This study proposes a new approach for tourism RecSys development through a hybrid model combining User-Based Collaborative Filtering (UBCF), Demographic Filtering (DF), Aspect-Based Sentiment Analysis (ABSA), and Content-Boosted Collaborative Filtering (CBCF). This model utilizes six steps in the Cross-Industry Standard Process for Data Mining (CRISP-DM): business understanding, data understanding, data preparation, modeling, evaluation, and deployment. A tourism dataset has been produced by combining raw data from the TripAdvisor website with demographic information from Google Maps to enhance user profiles. The model performance was evaluated using the measurement of Mean Absolute Error (MAE) and Root Mean Square Error (RMSE) through the 5 cycles of 10-Fold Cross Validation. Based on the average results of MAE and RMSE, CBCF has achieved performance improvements respectively at 84.7% and 82.3% compared to the performance of UBCF using 100% dense UI-Matrix. This study has succeeded in proposing a novelty model for tourism recommender systems in avoiding the cold-start problem and sparse matrix reduction through the synthetic data generation regarding performance improvement of the recommender system complemented with related aspects of recommended attractions.","2024","2025-10-16 00:43:28","2025-10-16 00:43:29","2025-10-16 00:43:28","131794-131808","","","12","","IEEE Access","","","","","","","","en","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\SQI87EZ2\Huda et al. - 2024 - Smart Tourism Recommender System Modeling Based on Hybrid Technique and Content Boosted Collaborativ.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCZ2447J","journalArticle","2023","Liu, Ning; Zhao, Jianhua","Recommendation System Based on Deep Sentiment Analysis and Matrix Factorization","IEEE Access","","2169-3536","10.1109/ACCESS.2023.3246060","https://ieeexplore.ieee.org/document/10047910/","In order to solve the problem of data sparsity and credibility in collaborative filtering, a recommendation system based on sentiment analysis and matrix factorization (SAMF) is proposed in this paper, which uses topic model and deep learning technology to fully mine the implicit information in reviews to improve the rating matrix and assist recommendation. Firstly, user topic distribution and item topic distribution are generated from reviews(consisting user reviews and item reviews) through LDA(Latent Dirichlet Allocation). The user feature matrix and item feature matrix are created based on topic probability. Secondly, user feature matrix and item feature matrix are integrated to create user-item preference matrix. Thirdly, the user-item preference matrix and the original rating matrix are integrated to create the user-item rating matrix. Fourthly, BERT(Bidirectional Encoder Representation from Transformers) is used to quantify the sentiment information contained in the reviews and integrate the sentiment information with the useritem rating matrix, to modify and update the user-item rating matrix. Finally, the updated user-item rating matrix is used to achieve rating prediction and Top-N recommendation. Experiments on Amazon datasets demonstrates that the proposed SAMF has better recommendation performance than other classical algorithms.","2023","2025-10-16 00:43:33","2025-10-16 00:43:33","2025-10-16 00:43:33","16994-17001","","","11","","IEEE Access","","","","","","","","en","https://creativecommons.org/licenses/by-nc-nd/4.0/","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\69SGPZCH\Liu and Zhao - 2023 - Recommendation System Based on Deep Sentiment Analysis and Matrix Factorization.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5DNEBTK","journalArticle","2023","Bhanuse, Roshan Sureshrao; Mal, Sandip","Optimal e-learning course recommendation with sentiment analysis using hybrid similarity framework","Multimedia Tools and Applications","","1573-7721","10.1007/s11042-023-16138-7","https://link.springer.com/10.1007/s11042-023-16138-7","Nowadays, online course recommendation frameworks are popular for suggesting courses to new learners. Various courses are available on the Internet, and it is very challenging to suggest optimal learning courses for learners. This work presented an effective online course recommendation with sentiment analysis using hybrid similarity based approaches. Initially, the input text online course data is pre-processed using tokenization, stop word removal, Stemming, noise filtering, and lemmatization processes. Then, effective features like Lexicon combined TF-IDF feature, Word2vector features, N-gram feature, and Glove feature are extracted from the pre-processed data. Subsequently, the improved horse herd Optimization (IHHO) algorithm is utilized to select features optimally. Afterwards, a hybrid Bidirectional long short term memory-convolutional neural network (Hybrid BLSTM-CNN) is presented to classify courses into positive, negative and neutral for the sentiment analysis of courses. Here, the adaptive salp swarm emperor penguin optimization (ASEP) approach is utilized to update the optimized weights of the hybrid classifiers. Finally, the hybrid content-collaborative similarity (Hybrid-CCS) approach is considered for an optimal course recommendation. The experimental results of the developed approach outperformed the compared existing schemes in terms of accuracy (99.79%), F1-score (99.648%), Kappa (99.061%), RMSE (0.2092), precision (99.69%), recall (99.698%), MAE (0.012), HR (0.9321) and ARHR (0.1621) and AUC (99.79%).","2023-07-15","2025-10-16 00:43:38","2025-10-16 00:43:38","2025-10-16 00:43:38","16417-16446","","6","83","","Multimed Tools Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\EMR59LM5\Bhanuse and Mal - 2023 - Optimal e-learning course recommendation with sentiment analysis using hybrid similarity framework.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SIQLC6GP","journalArticle","2021","Lai, Chin-Hui; Liu, Duen-Ren; Lien, Kun-Sin","A hybrid of XGBoost and aspect-based review mining with attention neural network for user preference prediction","International Journal of Machine Learning and Cybernetics","","1868-8071, 1868-808X","10.1007/s13042-020-01229-w","https://link.springer.com/10.1007/s13042-020-01229-w","With the rapid development of the internet, users tend to refer to the rating scores or review opinions on social platforms. Most recommendation systems use collaborative filtering (CF) methods to recommend items based on users’ ratings. The rating-based CF methods do not consider users’ review opinions on different aspects of items. The accuracy of the rating predictions can be effectively improved by considering the latent semantics and various aspects of user reviews. In this paper, a novel rating prediction method is proposed according to an attention-based gated recurrent unit (GRU) deep learning model with semantic aspects. A two-phase method is proposed herein; it combines the word attention mechanism and review semantics to extract aspect features from user preferences. In the first phase, a bidirectional GRU neural network is adopted according to word attention in order to extract important words from users’ reviews. In the second phase, we split users’ reviews into words, and generate the aspect-based attention semantic vectors from these reviews based on Latent Dirichlet Allocation and the attention weights of the chosen words. The XGBoost method is then adopted to predict user preference ratings based on the aspect-based attention semantic vectors. The experimental results show that the proposed method outperforms traditional prediction methods and effectively improves the accuracy of predictions.","2021-05","2025-10-16 00:43:42","2025-10-16 00:43:42","2025-10-16 00:43:42","1203-1217","","5","12","","Int. J. Mach. Learn. & Cyber.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\Y96YXQ4Z\Lai et al. - 2021 - A hybrid of XGBoost and aspect-based review mining with attention neural network for user preference.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QIUQDQN6","journalArticle","2024","Zhang, Fan; Zhou, Yaoyao; Sun, Pengfei; Xu, Yi; Han, Wanjiang; Huang, Hongben; Chen, Jinpeng","CRAS: cross-domain recommendation via aspect-level sentiment extraction","Knowledge and Information Systems","","0219-1377, 0219-3116","10.1007/s10115-024-02130-6","https://link.springer.com/10.1007/s10115-024-02130-6","To address the problem of sparse data and cold-start when facing new users and items in the single-domain recommendation, cross-domain recommendation has gradually become a hot topic in the recommendation system. This method enhances target domain recommendation performance by incorporating relevant information from an auxiliary domain. A critical aspect of cross-domain recommendation is the effective transfer of user preferences from the source to the target domain. This paper proposes a novel cross-domain recommendation framework, namely the Cross-domain Recommendation based on Aspect-level Sentiment extraction (CRAS). CRAS leverages user and item review texts in cross-domain recommendations to extract detailed user preferences. Speciﬁcally, the Biterm Topic Model (BTM) is utilized for the precise extraction of ’aspects’ from users and items, focusing on identifying characteristics that align with user interests and the positive attributes of items. These ’aspects’ represent distinct, inﬂuential features of the items. For example, a good service attitude can be regarded as a good aspect of a restaurant. Furthermore, this study employs an improved Cycle-Consistent Generative Adversarial Networks (CycleGAN), efﬁciently mapping user preferences from one domain to another, thereby enhancing the accuracy and personalization of the recommendations. Lastly, this paper compares the CRAS model with a series of state-of-the-art baseline methods in the Amazon review dataset, and experiment results show that the proposed model outperforms the baseline methods.","2024-09","2025-10-16 00:43:45","2025-10-16 00:43:45","2025-10-16 00:43:45","5459-5477","","9","66","","Knowl Inf Syst","CRAS","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\W8D7D6Z8\Zhang et al. - 2024 - CRAS cross-domain recommendation via aspect-level sentiment extraction.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UIYH883A","journalArticle","2023","Shen, Tiesunlong; Zhang, You; Wang, Jin; Zhang, Xuejie","Graphs get personal: learning representation with contextual pretraining for collaborative filtering","Applied Intelligence","","0924-669X, 1573-7497","10.1007/s10489-023-05144-9","https://link.springer.com/10.1007/s10489-023-05144-9","","2023-12","2025-10-16 00:43:49","2025-10-16 00:43:49","2025-10-16 00:43:49","30416-30430","","24","53","","Appl Intell","Graphs get personal","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\9VWHVJ3U\Shen et al. - 2023 - Graphs get personal learning representation with contextual pretraining for collaborative filtering.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T84B48MW","journalArticle","2025","Duan, Jiani; Hu, Jun; Zhong, Fujin; Liu, Li; Zhang, Qinghua","A deep recommendation model based on semantic information and correlation between items","Journal of Intelligent Information Systems","","0925-9902, 1573-7675","10.1007/s10844-025-00973-1","https://link.springer.com/10.1007/s10844-025-00973-1","The data sparsity problem constrains traditional recommendation methods, and the recommendation methods based on review texts effectively alleviate the sparsity of rating data by capturing user profiles and item attibutes from review texts. However, many of them ignore the fact that there exists a wealth of correlation information between items. This correlation information may help the recommender system understand the similarity between items and accordingly recommend to users items they may be interested in, which helps to improve the accuracy and diversity of recommendations. Based on the idea raised above, we propose a deep learning model based on semantic information and correlation between items (SMCI), which extracts rich semantic information from review texts and converts it into vector representation. This representation not only incorporates sentiment and topic information in reviews but also captures the correlation between users and items. In order to fully incorporate the correlation features between items, SMCI maps items’ similar representations in vector space based on users’ purchase sequences and predicts final ratings using the scaled dot product’s multi-head self-attention mechanism. Comparative experiments are conducted on seven public datasets. The experimental results show that the proposed model outperforms the baselines in terms of performance, which verifies the validity of our model.","2025-08-12","2025-10-16 00:43:54","2025-10-16 00:43:54","2025-10-16 00:43:54","","","","","","J Intell Inf Syst","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\K46AVFDP\Duan et al. - 2025 - A deep recommendation model based on semantic information and correlation between items.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y8E637BD","journalArticle","2023","Lai, Chin-Hui; Peng, Pang-Yu","A Hybrid Deep Learning Method to Extract Multi-features from Reviews and User–Item Relations for Rating Prediction","International Journal of Computational Intelligence Systems","","1875-6883","10.1007/s44196-023-00288-5","https://link.springer.com/10.1007/s44196-023-00288-5","Currently, the Internet is widely used for shopping. Online reviews have become a crucial factor in helping people to make purchasing decisions. However, the large amount of data overwhelms most users, leading to the problem of information overload. To address this issue, researchers have proposed recommender systems as a solution. The most commonly used method is the collaborative filtering method, which analyzes users’ purchase history or behavior to make recommendations. In addition to user ratings, by analyzing users’ comments and the relationships between users and items more precise preferences can be obtained. In this study, the aspect-based rating prediction with a hybrid deep learning method (ARPH) is proposed. It consists of five parts: aspect detection, sentiment and semantic analysis, user preference analysis, graph attention network analysis, and rating prediction. It initially extracts the implicit aspect features and aspects’ sentiment–semantic features from user and item reviews. The convolutional neural network and matrix factorization methods are then used to generate the predicted ratings of items. Additionally, a graph attention network was built to calculate the predicted ratings based on the relationships between users and items. Finally, a multilayer perceptron was used to automatically adjust the weights for integrating these two predicted ratings. Our method utilizes user–item relationships to predict ratings when there are fewer user reviews. Conversely, the features derived from textual reviews were employed for rating prediction. The experimental results showed that extracting different features is useful in representing user and product preferences. The proposed method effectively improved the accuracy of the rating predictions.","2023-06-27","2025-10-16 00:43:57","2025-10-16 00:43:57","2025-10-16 00:43:57","109","","1","16","","Int J Comput Intell Syst","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\VT26R8CL\Lai and Peng - 2023 - A Hybrid Deep Learning Method to Extract Multi-features from Reviews and User–Item Relations for Rat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"68V9JGLU","journalArticle","2025","Chen, Tingting; Lin, Suqing; Wu, Jingheng; Zhang, Shuhua","Revisiting cognitive process-driven model with sentiment-infused user preference for recommendation","Journal of Intelligent Information Systems","","0925-9902, 1573-7675","10.1007/s10844-025-00980-2","https://link.springer.com/10.1007/s10844-025-00980-2","Deep learning leverages textual feedback and contextual cues to improve rating prediction accuracy through simulated cognitive reasoning. User reviews provide critical insights for accurate preference modeling. Sentiment analysis identifies intrinsic preferences and behavioral patterns, improving user requirement comprehension. An attention-based deep learning framework with sentiment-infused preference modeling (DeepSU) is proposed to emulate human cognition effectively. Multidimensional preferences are captured by extracting salient features from travel platforms. Sentiment consistency detection identifies anomalous reviews by comparing inferred sentiment with ratings to refine the dataset. A co-attention mechanism integrates user features and sentiment estimations through learned attention weights, generating embeddings that encode personalized characteristics and affective tendencies toward attractions. Experimental results demonstrate that DeepSU outperforms the strongest baseline by 15.2% and 13.3% on the Ctrip travel dataset. It achieves lower RMSE than baseline methods under data sparsity and maintains performance advantages as the input scale increases, while keeping training time minimal. Ablation studies indicate that the sentiment analysis module contributes more significantly to overall performance than the user preference module. Evaluations on datasets from two distinct travel platforms demonstrate consistent superiority over baseline techniques, confirming robust generalization and reliability.","2025-09-04","2025-10-16 00:44:01","2025-10-16 00:44:01","2025-10-16 00:44:01","","","","","","J Intell Inf Syst","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\ZE9QKGXC\Chen et al. - 2025 - Revisiting cognitive process-driven model with sentiment-infused user preference for recommendation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQEBEZZ7","journalArticle","2023","Bathla, Gourav; Singh, Pardeep; Kumar, Sunil; Verma, Madhushi; Garg, Deepak; Kotecha, Ketan","Recop: fine-grained opinions and sentiments-based recommender system for industry 5.0","Soft Computing","","1432-7643, 1433-7479","10.1007/s00500-021-06590-8","https://link.springer.com/10.1007/s00500-021-06590-8","In the futuristic Industry framework, user interactions with the product are seamlessly integrated with the product life cycle which results in Information overload. The shopbots were proposed in Industry 4.0 where the more focus was on process automation. In this research work, we propose recommender system for industry 5.0 which is based on collaboration of human beings and machines with more focus on user’s personalization. Recommender system can be considered as an information ﬁltering tool that provides suggestions to users about products, music, friend, topic, etc. This suggestion is based on the interest of users. Several research works have been carried out to improve recommendation accuracy by using matrix factorization, trust-based, hybrid-based, machine learning, and deep learning techniques. However, very few existing works have leveraged textual opinions for the recommendation to the best of our knowledge. Existing research works have focused only on numerical ratings, which do not reﬂect actual user behaviour. In this research work, sentiments of textual opinions are analysed for an in-depth analysis of user’s behaviour. Recommendation accuracy is improved by using the proposed score Recop which is calculated from opinion sentiments. Furthermore, the sparsity issue is resolved by using our proposed approach. Amazon and Yelp review datasets are used for Experiment analysis. Mean absolute error (MAE) and root mean square error (RMSE) values are improved signiﬁcantly using the proposed approach compared to the existing approaches. MAE and RMSE scores on the Yelp dataset are 0.85 and 1.51, respectively. Additionally, MAE and RMSE scores on the Amazon dataset are 0.66 and 0.93, respectively, which clearly reﬂects the signiﬁcant contribution of our proposed approach.","2023-04","2025-10-16 00:44:04","2025-10-16 00:44:04","2025-10-16 00:44:04","4051-4060","","7","27","","Soft Comput","Recop","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\P8XQDPVA\Bathla et al. - 2023 - Recop fine-grained opinions and sentiments-based recommender system for industry 5.0.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X97GNBB2","journalArticle","2024","Nguyen, Minh Hoang; Nguyen, Thuat Thien; Ta, Minh Nhat; Nguyen, Tien Minh; Nguyen, Kiet Van","RRS: Review-Based Recommendation System Using Deep Learning for Vietnamese","SN Computer Science","","2661-8907","10.1007/s42979-024-02812-6","https://link.springer.com/10.1007/s42979-024-02812-6","Tourism, which includes sightseeing, relaxation, and discovery, is a fundamental aspect of human life. One of the most critical considerations for traveling is accommodation, mainly hotels. To improve the travel experience, we have presented a solution for building a recommendation model using Vietnamese and user data to suggest travelers choose the ideal hotel. Our data was collected from two well-known websites, Traveloka and Ivivu, and includes information about hotels in Vietnam and users’ feedback history, such as comments, ratings, and the names of users and hotels. We then preprocessed and labeled the inter-annotator agreement for various aspects, including service (0.89), infrastructure (0.84), sanitary (0.83), location (0.89), and attitude (0.83). Our recommendation model is built by using Collaborative Filtering and deep learning techniques. Furthermore, we suggest incorporating context vectors from tourists’ Vietnamese comments in the recommendation process. The context model is developed by using deep learning techniques to extract topics and sentiments from the words effectively. The results of our proposed model, as measured by the MSE, were 0.027, which is significantly better than a context-free model using the same parameters, which had an MSE of 0.061. Additionally, our Deep Learning, created using PhoBERT embedding, had an accuracy of 81% for topic classification and 82% for sentiment classification. The FastText based model had 82% and 81% accuracy for topic and sentiment, respectively. Our research demonstrates that our approach improves the accuracy of the recommendation model and has the potential for further development in the future. This idea can introduce a new Recommendation System that can overcome existing limitations and apply to other areas.","2024-04-25","2025-10-16 00:44:08","2025-10-16 00:44:08","2025-10-16 00:44:08","492","","5","5","","SN COMPUT. SCI.","RRS","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\RJALR8GK\Nguyen et al. - 2024 - RRS Review-Based Recommendation System Using Deep Learning for Vietnamese.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JS89DQB2","journalArticle","2023","Zhou, Donglin; Zhang, Zhihong; Zheng, Yangxin; Zou, Zhenting; Zheng, Lin","Attenuated sentiment-aware sequential recommendation","International Journal of Data Science and Analytics","","2364-415X, 2364-4168","10.1007/s41060-022-00374-5","https://link.springer.com/10.1007/s41060-022-00374-5","Sequential recommendation(SR) focuses on modeling the historical relationship of a user’s behavior. The attention-based models such as Transformer and BERT have been introduced in SR and acquired excellent performance. However, these models mostly only utilize the user-item interaction sequential data but ignore the additional information. We argue that the complicated human subjective sentiment plays an essential inﬂuence on their consuming behavior. In this paper, we introduced attenuated sentiment information into sequential recommender to capture user potential preference. Specially, we propose an attenuated sentiment memory network (ASM-Net) to simulate the real decay of human sentiment according to the time interval relationship. We construct a two channels recommender architecture called attenuated sentiment sequential recommendation (ASSR) to generate user sentiment preference and item preference. Speciﬁcally, the ﬁrst channel models the general item attention-aware sequential relationship and the secondary channel utilizes multi-attenuated sentiment-aware attention to capture sequential preference. We collect two industrial Chinese datasets and two open English datasets to verify the model’s performance. We design ablation study and sentiment sensitivity to investigate the inﬂuence of attenuated sentiment on user preference. Comprehensive experimental results demonstrate that our sentiment decay modeling approach is effective to capture users’ subjective preferences, and our method outperforms several state-of-the-art recommenders.","2023-08","2025-10-16 00:44:11","2025-10-16 00:44:12","2025-10-16 00:44:11","271-283","","2","16","","Int J Data Sci Anal","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\8JRAJI89\Zhou et al. - 2023 - Attenuated sentiment-aware sequential recommendation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2P84HGFM","journalArticle","2024","Alatrash, Rawaa; Priyadarshini, Rojalina; Ezaldeen, Hadi","Collaborative filtering integrated fine-grained sentiment for hybrid recommender system","The Journal of Supercomputing","","0920-8542, 1573-0484","10.1007/s11227-023-05600-w","https://link.springer.com/10.1007/s11227-023-05600-w","Developing online educational platforms necessitates the incorporation of new intelligent procedures in order to improve long-term student experience. Presently, e-learning Recommender Systems rely on deep learning methods to recommend appropriate e-learning materials to the students based on their learner profiles. Fine-grained sentiment analysis (FSA) can be leveraged to enrich the recommender system. Users posted reviews and rating data are vital in accurately directing the student to the appropriate e-learning resources based on posted comments by comparable learners. Innovative has been made in this work to propose a new e-learning recommendation system based on individualization and FSA. A new framework is proposed based on collaborative filtering models (CFMs) integrating with finegrained sentiment analysis (FSA) for hybrid recommendation (CFISAR) for effective recommendations. CFMs attempt to capture the learner’s latent factors based on their selections of interest to build the learner profile. FSA models are introduced to deliver e-content with the highest ranked ratings related to the learner’s area and interests based on the extracted learner model. Moreover, a new approach is proposed to update the system continuously and not keep it bound to certain items by adding new books, where the initial rating of these new books is predicted based on FSA models. CFISAR is explored utilizing six CFMs to generate the prediction matrix and derive the learner model, resulting in a low MSE of 0.699 for Asymmetric SVD. The system used multiplication word embeddings for stronger corpus representation that were trained on a dataset generated for an educational context, and leveraging the goodness of deep learning, which predicted an accuracy of 0.9264% for the Peephole algorithm, that performed better than other models.","2024-03","2025-10-16 00:44:15","2025-10-16 00:44:16","2025-10-16 00:44:15","4760-4807","","4","80","","J Supercomput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\H7KXRXFW\Alatrash et al. - 2024 - Collaborative filtering integrated fine-grained sentiment for hybrid recommender system.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DNWJFR89","journalArticle","2024","Khurana, Purnima; Gupta, Bhavna; Sharma, Ravish; Bedi, Punam","A sentiment-guided session-aware recommender system","The Journal of Supercomputing","","0920-8542, 1573-0484","10.1007/s11227-024-06456-4","https://link.springer.com/10.1007/s11227-024-06456-4","Session-aware recommender systems analyze the sequential patterns of user actions to uncover the shifting preferences across sessions. User reviews enriched with sentiments can act as a guiding tool for session-aware systems. Existing methods for session-aware recommendations based on deep learning models do not consider the user’s sentiment granularity for generating reliable recommendations. In this paper, we have employed fuzzy-sentiment to guide the recommendation process toward a personalized and varied range of recommendations, resulting in an improved satisfaction level for the user. Fuzzy-sentiment provides a spectrum of sentiment scores (Highly positive, Positive, Neutral, Negative, and Highly Negative). This precise sentiment information allows the system to grasp the emotional tone and specific aspects of user experiences, shedding light on why users appreciated or were dissatisfied with a product. The sentiment scores are utilized to guide the recommendation process in the three-phase Sentiment-Guided Session-aware Recommender System, Fuzzy-SGSaRS. The first phase determines users’ sentiments from reviews about purchased products using the Fuzzy LSTM (FLSTM) technique. The learning process in the second phase employs a Graph Convolutional Network (GCN) to derive embeddings for Users, Interaction Sessions, and Products. The acquired embedding vectors are subsequently fed into the Double Deep Q-Network (DDQN) during the third phase to recommend intriguing products to the user(s). A series of experimental evaluations on four datasets of Amazon reviews illustrate that the proposed system outperformed various state-of-the-art methods.","2024-12","2025-10-16 00:44:19","2025-10-16 00:44:19","2025-10-16 00:44:19","27204-27243","","19","80","","J Supercomput","","","","","","","","en","","","","","DOI.org (Crossref)","","","","D:\ZoteroData\storage\QF3JF6IH\Khurana et al. - 2024 - A sentiment-guided session-aware recommender system.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
